Teks;Media;Label
"Atlet rowing Indonesia, Memo, tambah wakil Tanah Air di Olimpiade Paris 2024. Kepastian itu didapat usai Memo mendapat hasil bagus di kualifikasi untuk bersaing di Paris.

""Atlet rowing Indonesia, Memo berhasil lolos ke Olimpiade 2024 Paris usai finis kedua di final nomor MX1 dengan catatan waktu 6 menit 59,74 detik di Asian Rowing Olympic Qualification Regatta, Chenhju, Korea Selatan, Minggu (21/4),"" tulis pernyataan resmi Instagram NOC Indonesia, Minggu (21/4/2024).

Memo berhasil mendapat medali perak dalam ajang Asian Rowing Olympic Qualification Regatta di Chengju, Korea Selatan, pada Minggu (21/4/2024). Memo akan tampil mewakili Indonesia di Olimpiade Paris 2024 di nomor single sculls putra.

Memo sendiri sempat mewakili Indonesia di Olimpiade Rio de Janeiro 2016. Kala itu, ia tampil di nomor single sculls putra dan menempati posisi ke-16.

Di sisi lain, Memo juga merupakan salah satu atlet Indonesia yang berprestasi. Sebab, ia sempat mengharumkan nama Indonesia dengan mendapatkan dua medali emas SEA Games 2021, medali perak Asian Games 2018, dan mendapatkan perunggu Asian Games 2022.

Sementara itu, dengan lolosnya Memo, Indonesia memiliki 17 wakil untuk tampil di Olimpiade Paris 2024. Sebelumnya, ada Desak Made Rita Kusuma Dewi, Rahmad Adi Mulyono (panjat tebing), Diananda Choirunisa, Arif Dwi Pangestu (panahan). Kemudian, Rifda Irfanaluthfi (senam artistik) dan Fathur Gustafian (menembak) juga sukses menyegel tiket Olimpiade Paris 2024. Lalu, ada Eko Yuli Irawan serta Rizki Juniansyah (angkat besi), hingga Rio Waida (selancar). Ari cabor bulu tangkis, sejumlah wakil Indonesia juga sukses lolos ke Olimpiade Paris 2024. Ada Anthony Sinisuka Ginting, Jonatan Christie, Gregoria Mariska Tunjung, Fajar Alfian/Muhammad Rian Ardianto, Apriyani Rahayu/Siti Fadia Silva, Rinov Rivaldy/Pitha Haningtyas Mentari. Kemudian, ada Bernard Benyamin van Aert (balap sepeda). Olimpiade Paris 2024 akan berlangsung di 26 Juli hingga 11 Agustus 2024. Indonesia pun masih memiliki peluang untuk menambah wakil untuk tampil dalam ajang multievent tersebut.";Okezone;olahraga
"LEGENDA MotoGP, Kevin Schwantz, takjub dengan kiprah Pedro Acosta di MotoGP 2024. Ia tak ragu menyebut sang rookie tim Red Bull GASGAS Tech3 itu sebagai sosok fenomenal.

Acosta langsung menyedot perhatian publik karena performanya yang ciamik di tiga seri balapan yang telah dijalani. Ia sukses meraih dua podium dari tiga seri tersebut.

El Tiburon de Mazarron finis ketiga di MotoGP Portugal 2024. Lalu, Acosta naik podium lagi usai menyelesaikan lomba MotoGP Amerika Serikat 2024 di urutan dua.

Performa apiknya itu membuat Schwantz cukup kagum. Juara Dunia Grand Prix 500 1993 itu mengatakan, Acosta memiliki karakter yang 11-12 seperti Casey Stoner dan Dani Pedrosa.

“Kami membutuhkan lebih banyak orang seperti dia, dan saya tidak berbicara tentang treknya. Maksud saya sebagai pribadi,” ujar Schwantz, dilansir dari Motosan, Minggu (21/4/2024).

“Pilot harus lebih natural, seperti 10 tahun lalu, berusaha memiliki karakter tipe Stoner atau Pedrosa, tanpa harus mengubah siapa pun,” sambung pria asal Amerika Serikat itu.

Walau berstatus sebagai rookie, Schwantz mengakui kualitas yang dimiliki Acosta sangat luar biasa. Pembalap asal Spanyol itu memiliki kecepatan dan yang harus dicatat, masih sangat muda yakni berusia 19 tahun. “Acosta adalah fenomena baru yang hebat. Tidak ada keraguan Pedro benar-benar memiliki emosi untuk kategori ini. Dia cepat,” ujar Schwantz. “Dari segi kepribadian, saya tidak tahu banyak, tapi menurut saya keterampilan mengemudinya berbicara banyak tentang dirinya sendiri. Dia punya kecepatan untuk menjadi yang terdepan meski masih pemula,” tandasnya. Acosta saat ini mengoleksi 54 poin dan duduk di posisi empat klasemen sementara MotoGP 2024. Ia berada satu strip di atas Francesco Bagnaia yang notabene juara bertahan MotoGP!";Okezone;olahraga
"Demo ribuan buruh di sekitaran Patung Kuda Arjuna Wiwaha, Jakarta Pusat, Senin (2/10/2023) sempat tegang antarkubu serikat buruh. Demo diwarnai oleh aksi bentrok sesama massa aksi hingga membakar atribut.

Padahal, demo atau aksi buruh hari ini memiliki satu visi dan misi yang sama, yaitu menuntut dicabutnya Undang-Undang Cipta Kerja/Omnibus Law.

Sekitar pukul 16.20 WIB, situasi mulai panas saat buruh yang tengah menunggu putusan Mahkamah Konstitusi tak kunjung mendapatkan keputusan. Sebagian massa aksi mulai membakar atribut bendera, kayu, di ujung ruas Jalan MH Thamrin arah Sarinah menuju Patung Kuda.

Usai aksi membakar atribut, sebagian massa buruh lalu berusaha menuju MK melalui Jalan Merdeka Barat yang ditutup. Namun jalan tersebut terhalang massa buruh yang tergabung dalam Partai Buruh, KSPI, KSPSI, hingga FSPMI yang sejak sebelumnya tenang dan mengimbau anggotanya tetap damai.

""Mundur! Mundur! Buka jalan,"" terdengar suara dari mobil komando SPN.

Konfederasi Serikat Pekerja Indonesia (KSPI) dan Partai Buruh menggelar aksi demo di Patung Kuda Arjuna Wijaya, Jakarta Pusat, Senin (2/10/2023). (CNBC Indonesia/Tri Susilo) Foto: Konfederasi Serikat Pekerja Indonesia (KSPI) dan Partai Buruh menggelar aksi demo di Patung Kuda Arjuna Wijaya, Jakarta Pusat, Senin (2/10/2023). (CNBC Indonesia/Tri Susilo)Konfederasi Serikat Pekerja Indonesia (KSPI) dan Partai Buruh menggelar aksi demo di Patung Kuda Arjuna Wijaya, Jakarta Pusat, Senin (2/10/2023). (CNBC Indonesia/Tri Susilo)

Aksi ricuh dan saling dorong tak terelakkan, para buruh yang yang tergabung dalam FSPMI bergerak maju menghadang kubu buruh lainnya yang ingin menerobos masuk. Sebagian orang pun saling melempar bambu dan botol air kemasan.

Ricuh lalu berusaha ditengahi pimpinan buruh dan arahan mobil komando.

""Hari ini kita aksi damai, hari ini kita tunjukkan kepada pemerintah untuk menolak UU Cipta Kerja. Kita saling menghormati. Dan anggota semua tetap duduk,"" perintah mobil komando Partai Buruh.

Sementara dari kubu lainnya pun meminta hal serupa kepada anggotanya untuk tenang.

""Kita harus saling hargai, tujuan kita sama, satu!.. Tahan! Kalian jangan mau diadu domba. Mundur! Mundur! Kalaupun mau marah kita marah ke MK bukan ke teman,"" perintah mobil komando SPN berusaha menenangkan kedua kubu yang bersitegang.

Buruh melakikan aksi bakr-bakaran saat demo di Patung Kuda, Monas, Jakarta, Senin (2/10/2023). (CNBC Indonesia/Martyasari Rizky) Foto: Buruh melakikan aksi bakr-bakaran saat demo di Patung Kuda, Monas, Jakarta, Senin (2/10/2023). (CNBC Indonesia/Martyasari Rizky)Buruh melakikan aksi bakr-bakaran saat demo di Patung Kuda, Monas, Jakarta, Senin (2/10/2023). (CNBC Indonesia/Martyasari Rizky)

Sebagai informasi, ada puluhan organisasi massa buruh hari ini yang terdiri dari KSPSSI, KSPI, KPPI, KSPSI, Serikat Petani Indonesia, hingga MSTSK. Selain mendesak UU Cipta Kerja dicabut, buruh juga meminta kenaikan upah pekerja minimal 15%.

Hari ini di MK bertepatan dengan adanya pembacaan putusan permohonan atas uji materi UU Cipta Kerja yang dimohonkan sejumlah serikat kerja.

Salah satu pemohonnya Presiden Partai Buruh sekaligus Presiden Konfederasi Serikat pekerja Indonesia (KSPI) Said Iqbal. Permohonan yang akan diputus, yakni dengan nomor register 40/PUU-XXI/2023, 41/PUU-XXI/2023, 46/PUU-XXI/2023, 50/PUU-XXI/2023, dan 54/PUU-XXI/2023.";CNBCIndonesia;politik
"Ketua Umum Partai Golkar, Airlangga Hartarto mengatakan Ridwan Kamil telah diberikan restu maju kembali ke Pilkada Jawa Barat. Bukan hanya dari Partai Golkar, Ridwan Kamil mendapatkan 'Golden' Tiket dari Partai Gerindra.

""Jawa Barat itu, untuk Ridwan Kamil sudah diberikan baik Golkar maupun Gerindra,"" ujar Airlangga saat open house Lebaran di Jakarta Kamis lalu dikutip Jumat (12/4/2024).

Mengutip CNN Indonesia, Dewan Pimpinan Pusat DPP Golkar diketahui telah menugaskan Kang Emil maju ke Pilkada Jakarta dan Jawa Barat. Posisinya di Jabar akan menjadi calon tunggal, sedangkan di Jakarta terdapat nama Ahmad Zaki Iskandar dan Erwin Aksa.

Bagi mereka yang diberi penugasan telah dipersilahkan melakukan sosialisasi ke Jakarta. Nama-nama tersebut akan mengerucut dalam tiga kali survei pada Mei, Juli dan Agustus. RK, Airlangga mengatakan telah mengantongi 50% dari hasil survei.

Kurator Ibu Kota Negara (IKN) Nusantara, Ridwan Kamil saat memaparkan dalam Rakornas Ibu Kota Nusantara. (Tangkapan Layar Youtube IKN Indonesia) Foto: Kurator Ibu Kota Negara (IKN) Nusantara, Ridwan Kamil saat memaparkan dalam Rakornas Ibu Kota Nusantara. (Tangkapan Layar Youtube IKN Indonesia)Kurator Ibu Kota Negara (IKN) Nusantara, Ridwan Kamil saat memaparkan dalam Rakornas Ibu Kota Nusantara. (Tangkapan Layar Youtube IKN Indonesia)

""Kang Emil sudah datang Jakarta tapi tentu kita evaluasi juga Jawa Barat. Nanti kita lihat survei terakhirnya seperti apa, dan juga koalisi partainya seperti apa,"" sebut Airlangga.

Ridwan Kamil pun menanggapi hal tersebut. Dia mengatakan masih ada waktu hingga pendaftaran calon bulan Agustus mendatang.

""Iya itu belum diputuskan, nanti saja di waktu yang baik. Kan masih lama waktu pendaftaran Agustus,"" jawab kader Partai Golkar itu saat menghadiri open house Airlangga di Jakarta.";CNBCIndonesia;politik
"Partai Nasional Demokrat (NasDem) mulai buka-bukaan soal kandidat yang akan dipilih maju di Pilgub DKI Jakarta 2024. Apakah NasDem kembali akan menyodorkan nama Anies Baswedan seperti di Pilpres 2024?

Sekretaris Dewan Pimpinan Wilayah (DPW) Nasdem DKI Jakarta Wibi Andrino mengungkapkan pihaknya masih menunggu hasil keputusan perhitungan suara Pilpres 2024 oleh Komisi Pemilihan Umum (KPU) pada 20 Maret 2024 mendatang.

""Kita masih menghormati proses di KPU,"" katanya di acara Political Show di CNN Indonesia TV, dikutip Sabtu (16/3/2024).

Namun usut demi usut, NasDem sudah punya kandidat dari internal partai untuk maju menjadi Jakarta 1, dengan catatan gubernur ditentukan lewat pemilihan umum bukan penunjukan langsung. Kandidat tersebut adalah Bendahara Umum NasDem yang juga Ketua DPW NasDem DKI Jakarta Ahmad Sahroni.

""Jadi sebelum itu ditetapkan posisi NasDem adalah mengusulkan nama dari internal yaitu Kakak Ahmad Sahroni,"" ucapnya.

Wibi berpendapat ada beberapa alasan NasDem mengusung nama Sahroni menjadi cagub DKI Jakarta. Pertama, Sahroni dikenal baik sebagai orang Jakarta Utara terutama Tanjung Priok. Sahroni juga sudah dikenal luas masyarakat Jakarta.

""Ketika mulai kita bicara city of dream Jakarta itu adalah wujudnya Ahmad Sahroni, from nobody be somebody. Jadi di situ kita memberikan kesempatan itu kepada Bang Sahroni untuk maju di Jakarta,"" ujarnya.

Lantas dengan mengusung Ahmad Sahroni, apakah NasDem sudah yakin rela melepas nama Anies Baswedan? Wibi berpendapat semuanya masih cair atau masih ada perubahan. Semua akan ditentukan setelah KPU mengumumkan secara resmi siapa pemenang Pilpres 2024.

""Jadi Pak Anies maju kembali? kita menghargai proses di KPU itu. Pertama setelah tanggal 20 setelah ditetapkan KPU tentunya NasDem punya sikap untuk maju di DKI Jakarta, entah itu Pak Anies maju kembali atau memang kita tetap pada usungan kita Bang Ahmad Sahroni,"" tuturnya.

Sementara itu, Partai Keadilan Sejahtera (PKS) masih terus konsisten memberikan dukungan kepada Anies Baswedan di Pilpres 2024. Namun apakah hal ini akan berlanjut di Pemilihan Gubernur DKI Jakarta 2024?

Politikus sekaligus Ketua DPP PKS Mardani Ali Sera buka suara. Mardani mengakui Anies punya rekam jejak bagus di DKI Jakarta. Hal ini menurutnya terbukti dengan tingkat kepuasan publik yang cukup tinggi saat Anies menjadi Gubernur DKI Jakarta.

""Pertama tentu kita melihat Anies Baswedan punya track record memimpin DKI Jakarta 5 tahun tingkat kepuasannya sangat tinggi sekali dan terbukti walaupun kalah Mas Anies kalahnya di Jakarta (Pilpres 2024) hanya 50 ribu (suara). Jakarta Pusat AMIN menang, Jakarta Selatan AMIN menang, Jakarta Timur AMIN menang, di Barat dan Utara kalah tetapi dapat nomor dua,"" timpal Mardani

""Artinya Mas Anies itu sudah terbukti memimpin dengan baik dan terbukti di Pilpres,"" imbuhnya.

Namun untuk urusan Pilgub DKI Jakarta, PKS tak mau buru-buru mendukung atau menyodorkan nama Anies. PKS akan fokus terlebih dahulu untuk melihat hasil Pilpres 2024 dari Komisi Pemilihan Umum (KPU).

""Koalisi perubahan tetap fokus mengawal di 20 Maret ada keputusan tegas dan jelas dan jangan lupakan PKS, NasDem dan teman-teman PDIP lagi mengupayakan hak angket, mudah-mudahan itu bergulir dengan lancar sehingga masyarakat tahu tidak ada kecurangan itu,"" sebutnya.

Untuk kembali mendukung Anies di Pilgub DKI Jakarta, Mardani bilang PKS butuh keputusan dari Majelis Dewan Syuro. Apabila keputusan tersebut didapat, PKS tak akan ragu-ragu dan berjuang untuk memenangkan Anies.

""PKS masih menunggu Majelis Syuro tetapi siapapun yang bertarung di Jakarta akan sangat meperhatikan PKS karena kita partai solid terbukti menang di Pilkada DKI. Setelah 20 Maret, setelah angket akan lebih jelas seperti apa komposisinya,"" tegasnya.";CNBCIndonesia;politik
"Selebriti Raffi Ahmad dituding terlibat dalam skandal pencucian uang. Dugaan ini digaungkan oleh Hanifa Sutrisna yang merupakan Ketua Umum DPP National Corruption Watch (NCW) dalam siaran di akun TikTok @nasionalcorruption.

Merespons hal tersebut, suami dari Nagita Slavina itu secara tegas membantah tuduhan melakukan pencucian uang dengan nominal sangat fantastis karena disebut NCW mencapai ratusan miliar rupiah. Raffi merasa perlu melakukan klarifikasi demi keberlangsungan bisnisnya.

Raffi mengaku, tuduhan tersebut bisa saja karena dirinya masuk ke dunia politik. Meskipun Ia bukanlah menjadi seorang politisi namun Ia juga bekerja sebagai tim sukses salah satu pasangan calon Presiden nomor urut 2, yaitu Prabowo Subianto.

""Saya sadar ini tahun pemilu, saya masuk lingkaran ring 1 salah satu paslon. Sudah diperingatkan, ini juga kan pengalaman pertama, ternyata benar,"" ujarnya di kawasan Mampang Jakarta, Senin (5/2).

Raffi dengan tegas membantah tuduhan skandal pencucian uang hasil kampanye karena selama ini dirinya telah bekerja keras sebagai artis sejak usai 13 tahun dan mengumpulkan pundi-pundi kekayaannya hingga seperti sekarang.

""Antara Rp 25 hingga 40 sekali tampil antara 30 menit hingga 1 jam. Aku dari tahun 2023 1 hari selalu selalu 3 program,"" ungkapnya.

Raffi mengaku risih pada pemberitaan miring menyangkut bisnisnya karena dikhawatirkan akan mengganggu perusahaannya.

""Kemarin masalah ini banyak klien-klien RANS merasa terganggu. Makanya klarifikasi. Saya kerja dari 13 tahun. Sudah hampir 25 tahun saya kerja. Memang karir saya seperti anak tangga saya menabung. 26 tahun bekerja kalau kita syuting-suting di kalkulasikan aja ditambah RANS entertainment,"" jelasnya.

Rafi mengungkapkan, klarifikasi diperlukan karena Ia akan berencana melepas saham RANS Entertainment ke publik melalui pencatatan saham perdana (Initial Public Offering/IPO) di Bursa Efek Indonesia (BEI) dalam dua atau tiga tahun mendatang. Nantinya RANS Entertainment akan menjadi perusahaan holding sebagai perusahaan induk yang akan membawahi 15 anak perusahaan di berbagai bidang.

""Valuasi sudah diangka Rp 2,7 triliun, termasuk investment dari EMTEK. Kan jelas. RANS IPO 2-3 tahun lagi. Mau IPO go publik, uang di rapihkan silahkan kalau mau di cek. Kita mau jadi perusahaan terbuka jadi semua harus terbuka,"" jelasnya.

Sebagai informasi, Raffi dikenal sebagai salah satu sosok artis Tanah Air yang memiliki sejumlah portofolio bisnis. Dari sekian banyak perusahaan milik Raffi Ahmad dan Nagita Slavina, RANS Entertainment menjadi mahkota utama yang menyita perhatian banyak pihak.

Raffi Juga mengkonfirmasi bahwa perusahaan yang baru berumur enam tahun tersebut saat ini telah memiliki valuasi hampir Rp 3 triliun. Sebelumnya valuasi RANS ditaksir sempat mencapai Rp 1,46 triliun ketika anak perusahaan Grup Emtek menyuntikkan modal untuk penerbitan saham baru perusahaan.

Awal Desember 2021, emiten pengelola stasiun televisi swasta Tanah Air, Surya Media Citra (SCMA), lewat anak usahanya diketahui menyuntikkan dana secara bertahap hingga Rp 248 miliar. Dana tersebut ditukar dengan kepemilikan 17% saham RANS.

Dalam paparannya kepada investor Juni 2022 lalu, SCMA menyebut RANS memiliki sejumlah perusahaan yang bergerak di lintas sektor termasuk grup media, ritel, FMCG, grup olahraga dan grup wisata. Kala itu, SCMA juga menyebut terdapat 122 juta followers di seluruh ekosistem RANS atau setara dengan 40% populasi Indonesia.

Klaim tersebut memang benar jika total pengikut dan pelanggan RANS di media sosial digabung tanpa pembobotan tertentu. Namun, sebagai catatan, SCMA tidak menyebutkan metode lain yang digunakan untuk melegitimasi pernyataan 40% populasi Indonesia. Sehingga, belum diketahui jumlah pengikut tersebut sepenuhnya manusia atau ada yang hanya sekadar akun fiktif (bot) yang jumlahnya juga tidak sedikit.

Belum lagi adanya tumpang tindih pengikut antar platform, satu individu bisa memiliki banyak media sosial. Individu ini kemudian turut menjadi follower media sosial Raffi Cs dan seterusnya.

Selain populer di layar kaca, Raffi dan Nagita juga sangat populer di dunia maya. Akun Instagram bersama milik pasangan artis ini merupakan yang paling banyak diikuti di Indonesia dengan total pengikut mencapai 72,2 juta. Sementara itu lewat YouTube, RANS memiliki 26,5 juta pelanggan dan telah ditonton 6,52 miliar kali yang mana merupakan salah satu akun YouTube dengan metrik terbaik di Indonesia.";CNBCIndonesia;politik
"Wakil Ketua Umum Partai Golkar, Agus Gumiwang Kartasasmita blak-blakan soal postur kabinet Prabowo-Gibran nantinya. Menurutnya jumlah kabinet tidak bisa dibatasi dan merupakan bagian penting bagi presiden terpilih untuk menjalankan visi dan misinya.

""Seorang calon presiden ketika berkampanye ke masyarakat beliau menyampaikan ke masyarakat, beliau menyampaikan dan menawarkan visi misi yang akan ditargetkan ketika beliau terpilih menjadi presiden. Dan beliau terpilih menjadi presiden dipilih langsung oleh rakyat, sehingga presiden terpilih ketika nanti dilantik menjadi presiden mempunyai kepentingan untuk bisa menjalankan program-program dan mencapai visi misi yang sudah dijanjikan kepada masyarakat,"" ungkap Agus Gumiwang saat buka bersama dengan media di Jakarta, Kamis (28/3/2024).

Dia pun menegaskan pemilihan siapa sosok yang masuk kabinet merupakan hak prerogatif presiden.

""Bagian terpenting untuk program-program supaya visi misi itu bisa tercapai adalah kabinet. Oleh sebab itu, kabinet tidak boleh dibatasi, karena kabinet itu sepenuhnya berdasarkan konstitusi adalah prerogatif dari presiden,"" tegasnya.

Sebagai catatan dalam Undang Undang (UU) Nomor 39 Tahun 2008 tentang Kementerian Negara memang disebutkan jumlah kementerian dibatasi maksimal 34 kementerian. Demikian pula wakil menteri yang bisa saja dibentuk oleh presiden.";CNBCIndonesia;politik
"Demo massa buruh di kawasan Patung Kuda, Jakarta Pusat, masih berlangsung hingga sore ini. Akses jalan menuju Patung Kuda belum bisa dilalui kendaraan sore ini.

Massa buruh memenuhi jalan mulai dari bundaran Patung Kuda hingga perempatan Kebon Sirih. Beberapa sepeda motor juga terlihat terparkir di sepanjang Jalan MH Thamrin.

Orasi dari massa buruh dengan mobil komando ditempatkan di dua titik. Pertama, ada di bundaran Patung Kuda; dan kedua, tepat di perempatan Kebon Sirih.

Arus lalu lintas dari arah Kebon Sirih menuju Jati Baru pun dialihkan menuju Bundaran HI. Sementara dari arah Bundaran HI ke Patung Kuda ditutup di perempatan Sarinah.

Massa saat ini duduk-duduk sambil mendengarkan orasi. Situasi di lokasi masih kondusif.

Massa buruh melakukan long march menuju kawasan Patung Kuda, Jakarta Pusat. Lalu lintas di sekitar perempatan Sarinah macet.

Massa buruh duduk-duduk di Patung Kuda hingga perempatan Kebon Sirih, Jalan MH Thamrin, Jakarta Pusat. (Kurniawan Fadilah/detikcom)

Pantauan detikcom, Kamis (10/8/2023), kendaraan di sekitar perempatan Sarinah tersendat parah. Adu bunyi klakson kendaraan terdengar kencang di lokasi kemacetan.

Jalan MH Thamrin yang mengarah ke Patung Kuda sudah dipenuhi massa. Polisi pun menutup akses jalan menuju Patung Kuda.

Lalin di Bundaran HI Ditutup

Polisi menutup lalu lintas di Bundarah HI imbas demo massa ini. Arus lalu lintas dari Bundaran HI menuju Jalan MH Thamrin dan Jalan Imam Bonjol ditutup.

Informasi tersebut disampaikan Traffic Management Center (TMC) Polda Metro Jaya melalui Instagram @tmcpoldametro. Lalu lintas di kawasan Bundaran HI ditutup sejak pukul 14.36 WIB.

Penutupan di lakukan di Bundaran HI yang mengarah ke Jalan Imam Bonjol dan Jalan MH Thamrin. Masyarakat diminta mencari jalur alternatif lain.

""14.36 #Polri Sat Gatur Dit Lantas PMJ melakukan Penutupan arus lalu lintas di Kawasan Bundaran HI Jakpus menuju arah Jl. Imam Bonjol maupun arah Jl. MH Thamrin, bagi Pengguna Jalan agar mencari Jalur Alternatif lain,"" tulis TMC Polda Metro Jaya, Kamis (10/8/2023).

Simak Video: Massa Buruh Blokade Jalan MH Thamrin, Klakson Kendaraan Bersahutan





";Detik.com;politik
"Jakarta, CNBC Indonesia - Fenomena bersiap untuk bahaya ternyata makin berkembang di antara warga Amerika Serikat (AS). Belakangan terlihat banyak warga yang membekali diri untuk bertahan hidup di tengah ancaman bahaya pergolakan politik serta bencana alam dan cuaca ekstrem.

Jumlah orang yang mempersiapkan diri bahkan telah meningkat dua kali lipat menjadi sekitar 20 juta sejak tahun 2017.

Sebagian besar dari pertumbuhan tersebut berasal dari kelompok minoritas dan orang-orang yang secara politik dianggap sebagai kelompok kiri-tengah.

Rasa tidak aman itu diperparah setelah pemilu Donald Trump pada tahun 2016, pandemi Covid-19, cuaca ekstrem dan protes keadilan rasial pada tahun 2020 setelah pembunuhan George Floyd.

""Saya sangat terkejut dengan banyaknya orang kulit berwarna di sini,"" kata salah satu warga AS Brook Morgan saat ditemui di Survival & Prepper Show di Colorado, dikutip dari Reuters, Sabtu (9/3/2024).

""Saya selalu ke sini bersama keluarga saya di Indiana dan tak hanya orang kulit putih yang seumuran dengan orang tua saya. Ada banyak orang muda di sini juga. Ini perubahan yang nyata,"" imbuhnya.

Fenomena ini jelas pada saat acara akhir pekan Survival & Prepper di pekan raya Boulder County, Colorado. Lebih dari 2.700 orang dengan peserta yang bervariasi membayar US$10 masing-masing untuk menghadiri ajang ini.

Para peserta dan pengelola stan mengatakan, acara tersebut mencerminkan keprihatinan jutaan orang Amerika yang tidak lagi merasa aman hanya dengan mengandalkan pemerintah atau industri swasta untuk menyediakan kebutuhan pokok, seperti listrik, air dan makanan.

Chris Ellis, seorang peneliti yang juga kolonel di Angkatan Darat AS yang bekerja di bidang kesiapsiagaan dan pemulihan bencana, telah melacak pertumbuhan sikap waspada warga AS hingga 20 juta orang berdasarkan data ketahanan rumah tangga dari Badan Manajemen Darurat Federal.

Dia menerangkan, apa yang membentuk individu yang bersiap - yang dia definisikan sebagai seseorang yang dapat hidup selama sebulan tanpa dukungan dari luar - adalah bagaimana mereka bereaksi terhadap satu pertanyaan ""Apakah saya merasa aman?""

""Masyarakat ingin mendapatkan kembali hak pilihan mereka, rasa kendali mereka, dan melakukan sesuatu untuk mencocokkan ketakutan mereka dengan tindakan mereka,"" kata Ellis.

Orang-orang yang sadar akan terjadinya perubahan iklim, kini cenderung menjadi penghuni rumah yang menanam makanan mereka sendiri dan pindah ke lokasi yang lebih ""tahan iklim"", seperti Duluth, Minnesota, dengan cuaca lebih sejuk.

Sementara kelompok lain yang memiliki ketakutan atas tindak kejahatan, sering kali adalah para penggila senjata yang secara stereotip diasosiasikan dengan gerakan mempersiapkan diri.

Orang-orang super kaya sering kali menanggapi ketakutan mereka dengan menghabiskan jutaan dolar untuk membangun bunker di tempat-tempat terpencil.

Foto: Badai salju besar melanda sebagian wilayah California dan Nevada di Amerika Serikat (AS) bagian barat. (AP Photo/Brooke Hess-Homeier)

Badai salju besar melanda sebagian wilayah California dan Nevada di Amerika Serikat (AS) bagian barat. (AP Photo/Brooke Hess-Homeier) Foto: Badai salju besar melanda sebagian wilayah California dan Nevada di Amerika Serikat (AS) bagian barat. (AP Photo/Brooke Hess-Homeier)Badai salju besar melanda sebagian wilayah California dan Nevada di Amerika Serikat (AS) bagian barat. (AP Photo/Brooke Hess-Homeier)

""Masyarakat ingin mendapatkan kembali hak pilihan mereka dan melakukan sesuatu untuk mencocokkan ketakutan mereka dengan tindakan mereka."" Chris Ellis, peneliti juga kolonel di Angkatan Darat AS

Bagi John Ramey, mantan penasihat inovasi pada pemerintahan Obama, komunitas tersebut telah berkembang untuk mencerminkan masyarakat Amerika secara luas dalam hal keyakinan politik dan kategori demografis.

""Satu-satunya faktor pemersatu di antara orang-orang yang bersiap saat ini adalah orang-orang yang cukup pintar untuk menyadari seperti apa dunia ini... dan mereka memiliki keberanian untuk melakukan sesuatu untuk mengatasinya,"" kata Ramey.";CNBCIndonesia;politik
"Ketua Umum PKB Muhaimin Iskandar (Cak Imin) berbicara mengenai kemungkinan Menteri Tenaga Kerja Ida Fauziyah diusung maju Pilkada Jakarta. Cak Imin mengatakan jika Ida ingin mendaftar untuk Pilkada, maka dipersilakan.

""Ya kalau dia mendaftar silakan, kalau ada yang mau mendaftar itu bagian dari komitmen untuk bertekad dan semangat membangun,"" kata Cak Imin usai membuka acara Women's Run 10K, Gedung DPR, Senayan, Jakarta Pusat, Minggu (21/4/2024).

Cak Imin berharap Koalisi Perubahan di Pilpres 2024 tetap solid di pilkada. Ia menyebut, untuk saat ini, pencalonan di tiap-tiap daerah tak bisa diprediksi.

""Tentu tidak bisa diprediksi ya karena siapa yang mendaftar ke PKB siapa yang mendaftar ke PKS, siapa yang mendaftar ke NasDem kita juga belum tahu,"" tutur Cak Imin.

Selain itu, wakil ketua DPR ini menegaskan dirinya menentukan calon yang akan dimajukan dalam Pilkada 2024.

""Bisa jadi semua calon mendaftar di tempat yang ada sehingga kita tinggal bersama-sama memutuskan. Tetapi saya berharap Koalisi Perubahan juga solid di DKI,"" ungkapnya.

Dia menyebut sejak dibuka pada Sabtu (20/4) kemarin, sudah ada 200 pendaftar yang ingin maju Pilkada dari PKB. Ia mengatakan PKB membuka diri untuk semua pihak.

""Belum tahu (calon di Jatim), sampai hari ini baru kita buka pendaftaran, per hari tadi malam sudah hampir 200 pendaftar di seluruh Indonesia, nanti kita lihat sampai akhir dan kita melakukan seleksi,"" ujarnya.

Ia mengatakan 200 pendaftar itu berasal dari berbagai kader partai dan latar belakang. Ia menekankan yang terpenting seorang pemimpin memiliki komitmen yang baik.

""Berbagai macam partai, berbagai macam latar belakang, dan PKB membuka diri seluas luasnya tidak pandang bulu dari partai apapun, tidak pandang bulu dari latar belakang manapun. Yang penting punya komitmen kita terima dengan baik,"" imbuhnya.";Detik.com;politik
